Apple,iPad,iOS,5,10.3,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,10.3,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G925F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-G925F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G935F,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 QuantcastSDK/iOS_1.6.0/1ash4s7hukmtddti-zbux1h5dajvssajw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,10.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,PRA-LX1,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; PRA-LX1 Build/HUAWEIPRA-LX1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,VNS-L31,Android,1,7,Dalvik/2.1.0 (Linux; U; Android 7.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-A520F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-A520F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.109 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G903F,Android,1,6,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G903F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,9.3,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,10.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G935F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G935F,Android,1,8,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G935F Build/R16NW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi,Redmi Note 4,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G950F,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-T580,Android,5,7,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T580 Build/NRD90M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesco,Hudl HT7S3,Android,5,4.2,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-gb; Hudl HT7S3 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,12,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,9.3,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer,B3-A30,Android,5,6,"Mozilla/5.0 (Linux; Android 6.0; B3-A30 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,A3003,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; ONEPLUS A3003 Build/OPR1.170623.032; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,LG-M160,Android,1,6,Dalvik/2.1.0 (Linux; U; Android 6.0.1; LG-M160 Build/MXB48T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_3 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Mobile/15A432 Charades!/2018.06.081045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-J500FN,Android,1,5.1,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J500FN Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.2,"Mozilla/5.0 (iPad; CPU OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generic,Android 7.0,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; Hawk_from_EE Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon,KFDOWI,Fire OS,5,5,"Mozilla/5.0 (Linux; Android 5.1.1; KFDOWI Build/LVY48F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-T310,Android,5,4.4,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T310 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei,EVA-L09,Android,1,6,"Mozilla/5.0 (Linux; Android 6.0; EVA-L09 Build/HUAWEIEVA-L09; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,10.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony,G3121,Android,1,8,Dalvik/2.1.0 (Linux; U; Android 8.0.0; G3121 Build/48.1.A.2.50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,12,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,12,"Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-A530F,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A530F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-A310F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-A310F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-J530F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-J530F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony,H3113,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; H3113 Build/50.1.A.13.83; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-A320FL,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A320FL Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony,G8441,Android,1,8,Dalvik/2.1.0 (Linux; U; Android 8.0.0; G8441 Build/47.1.A.12.270),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G935F,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Pixel 2,Android,1,8.1,"Mozilla/5.0 (Linux; Android 8.1.0; Pixel 2 Build/OPM2.171019.029.B1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,9.3,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G925F,Android,1,7,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G925F Build/NRD90M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony,F3111,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; F3111 Build/33.3.A.1.97; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-G930F,Android,1,8,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/606.1.36 (KHTML, like Gecko) Mobile/16A366 Flush/2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-N9005,Android,1,5,"Mozilla/5.0 (Linux; Android 5.0; SM-N9005 Build/LRX21V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,SM-J530F,Android,1,7,"Mozilla/5.0 (Linux; Android 7.0; SM-J530F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,12,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPad,iOS,5,11.4,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCA,RCT6K03W13,Android,5,6,"Mozilla/5.0 (Linux; Android 6.0; RCT6K03W13 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Safari/537.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone,iOS,1,11,"Mozilla/5.0 (iPhone; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.28 (KHTML, like Gecko) Mobile/15A5318g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
